-f,-j,-b,--block-size,--window-size,--future-limit,--max-matches,--lazy-matching,-O,orig_size,enc_size,ratio,enc_time,dec_time
ctx,1,1,262144,65536,65536,1000,True,,10000000,3787743,37.9,1.9042725563049316,0.04039597511291504
ctx,1,1,262144,65536,65536,0,,,10000000,3816139,38.2,1.6855449676513672,0.041174888610839844
ctx,1,1,262144,65536,65536,0,True,,10000000,3787741,37.9,1.865222692489624,0.04052472114562988
ctx,1,1,262144,65536,262144,10,,,10000000,3972503,39.7,1.4563992023468018,0.04244256019592285
ctx,1,1,262144,65536,262144,10,True,,10000000,3962892,39.6,1.4539101123809814,0.04506278038024902
ctx,1,1,262144,65536,262144,1000,,,10000000,3816150,38.2,1.6943070888519287,0.04098796844482422
ctx,1,1,262144,65536,262144,1000,True,,10000000,3787743,37.9,1.914729118347168,0.04256701469421387
ctx,1,1,262144,65536,262144,0,,,10000000,3816139,38.2,1.696748971939087,0.04260563850402832
ctx,1,1,262144,65536,262144,0,True,,10000000,3787741,37.9,1.9079935550689697,0.04237103462219238
ctx,1,1,262144,262144,4096,10,,,10000000,3938368,39.4,1.457442045211792,0.04395318031311035
ctx,1,1,262144,262144,4096,10,True,,10000000,3930885,39.3,1.4946472644805908,0.04303574562072754
ctx,1,1,262144,262144,4096,1000,,,10000000,3744431,37.4,1.9918968677520752,0.03811454772949219
ctx,1,1,262144,262144,4096,1000,True,,10000000,3712575,37.1,2.3851048946380615,0.04161357879638672
ctx,1,1,262144,262144,4096,0,,,10000000,3743599,37.4,2.0383780002593994,0.03886914253234863
ctx,1,1,262144,262144,4096,0,True,,10000000,3711576,37.1,2.5369224548339844,0.04033184051513672
ctx,1,1,262144,262144,16384,10,,,10000000,3938368,39.4,1.479480266571045,0.043116092681884766
ctx,1,1,262144,262144,16384,10,True,,10000000,3930885,39.3,1.4570472240447998,0.04352307319641113
ctx,1,1,262144,262144,16384,1000,,,10000000,3744431,37.4,1.9918558597564697,0.04067111015319824
ctx,1,1,262144,262144,16384,1000,True,,10000000,3712575,37.1,2.3913257122039795,0.03987836837768555
ctx,1,1,262144,262144,16384,0,,,10000000,3743599,37.4,2.0416016578674316,0.0396573543548584
ctx,1,1,262144,262144,16384,0,True,,10000000,3711576,37.1,2.482081890106201,0.039926767349243164
ctx,1,1,262144,262144,65536,10,,,10000000,3938368,39.4,1.4415528774261475,0.04379916191101074
ctx,1,1,262144,262144,65536,10,True,,10000000,3930885,39.3,1.4756731986999512,0.043955087661743164
ctx,1,1,262144,262144,65536,1000,,,10000000,3744431,37.4,2.028054714202881,0.04011797904968262
ctx,1,1,262144,262144,65536,1000,True,,10000000,3712575,37.1,2.448807716369629,0.039221763610839844
ctx,1,1,262144,262144,65536,0,,,10000000,3743599,37.4,2.045370101928711,0.038826942443847656
ctx,1,1,262144,262144,65536,0,True,,10000000,3711576,37.1,2.486482858657837,0.0411379337310791
ctx,1,1,262144,262144,262144,10,,,10000000,3938368,39.4,1.4773871898651123,0.044135093688964844
ctx,1,1,262144,262144,262144,10,True,,10000000,3930885,39.3,1.503295660018921,0.04325580596923828
ctx,1,1,262144,262144,262144,1000,,,10000000,3744431,37.4,2.024414300918579,0.03644847869873047
ctx,1,1,262144,262144,262144,1000,True,,10000000,3712575,37.1,2.4882593154907227,0.03973054885864258
ctx,1,1,262144,262144,262144,0,,,10000000,3743599,37.4,2.02492356300354,0.03909659385681152
ctx,1,1,262144,262144,262144,0,True,,10000000,3711576,37.1,2.538053274154663,0.040636539459228516
ctx,1,1,1048576,4096,4096,10,,,10000000,4638238,46.4,0.4757370948791504,0.060448646545410156
ctx,1,1,1048576,4096,4096,10,True,,10000000,4617464,46.2,0.48788022994995117,0.06047797203063965
ctx,1,1,1048576,4096,4096,1000,,,10000000,4604320,46.0,0.47403812408447266,0.05873394012451172
ctx,1,1,1048576,4096,4096,1000,True,,10000000,4582007,45.8,0.49500584602355957,0.06091165542602539
ctx,1,1,1048576,4096,4096,0,,,10000000,4604320,46.0,0.48230910301208496,0.0591435432434082
ctx,1,1,1048576,4096,4096,0,True,,10000000,4582007,45.8,0.5098574161529541,0.060125112533569336
ctx,1,1,1048576,4096,16384,10,,,10000000,4638238,46.4,0.49177026748657227,0.06062030792236328
ctx,1,1,1048576,4096,16384,10,True,,10000000,4617464,46.2,0.48426342010498047,0.06192731857299805
ctx,1,1,1048576,4096,16384,1000,,,10000000,4604320,46.0,0.4775245189666748,0.058431148529052734
ctx,1,1,1048576,4096,16384,1000,True,,10000000,4582007,45.8,0.5174930095672607,0.05911540985107422
ctx,1,1,1048576,4096,16384,0,,,10000000,4604320,46.0,0.48107099533081055,0.05920982360839844
ctx,1,1,1048576,4096,16384,0,True,,10000000,4582007,45.8,0.49588966369628906,0.06092214584350586
ctx,1,1,1048576,4096,65536,10,,,10000000,4638238,46.4,0.48348021507263184,0.059072256088256836
ctx,1,1,1048576,4096,65536,10,True,,10000000,4617464,46.2,0.4907693862915039,0.061685800552368164
ctx,1,1,1048576,4096,65536,1000,,,10000000,4604320,46.0,0.4777960777282715,0.0588078498840332
ctx,1,1,1048576,4096,65536,1000,True,,10000000,4582007,45.8,0.49413561820983887,0.05964803695678711
ctx,1,1,1048576,4096,65536,0,,,10000000,4604320,46.0,0.46012258529663086,0.05835986137390137
ctx,1,1,1048576,4096,65536,0,True,,10000000,4582007,45.8,0.495408296585083,0.06029653549194336
ctx,1,1,1048576,4096,262144,10,,,10000000,4638238,46.4,0.46906185150146484,0.058969736099243164
ctx,1,1,1048576,4096,262144,10,True,,10000000,4617464,46.2,0.4766576290130615,0.0600430965423584
ctx,1,1,1048576,4096,262144,1000,,,10000000,4604320,46.0,0.4832763671875,0.05894970893859863
ctx,1,1,1048576,4096,262144,1000,True,,10000000,4582007,45.8,0.5053327083587646,0.05972027778625488
ctx,1,1,1048576,4096,262144,0,,,10000000,4604320,46.0,0.47418665885925293,0.059595346450805664
ctx,1,1,1048576,4096,262144,0,True,,10000000,4582007,45.8,0.4939408302307129,0.05963921546936035
ctx,1,1,1048576,4096,1048576,10,,,10000000,4638238,46.4,0.45928120613098145,0.05863213539123535
ctx,1,1,1048576,4096,1048576,10,True,,10000000,4617464,46.2,0.49236536026000977,0.061563968658447266
ctx,1,1,1048576,4096,1048576,1000,,,10000000,4604320,46.0,0.467357873916626,0.06152033805847168
ctx,1,1,1048576,4096,1048576,1000,True,,10000000,4582007,45.8,0.4950690269470215,0.059822797775268555
ctx,1,1,1048576,4096,1048576,0,,,10000000,4604320,46.0,0.45328474044799805,0.059393882751464844
ctx,1,1,1048576,4096,1048576,0,True,,10000000,4582007,45.8,0.5009026527404785,0.06073427200317383
ctx,1,1,1048576,16384,4096,10,,,10000000,4134543,41.3,0.4331974983215332,0.05108308792114258
ctx,1,1,1048576,16384,4096,10,True,,10000000,4119936,41.2,0.46358203887939453,0.05012345314025879
ctx,1,1,1048576,16384,4096,1000,,,10000000,4046746,40.5,0.49416685104370117,0.04900765419006348
ctx,1,1,1048576,16384,4096,1000,True,,10000000,4023917,40.2,0.563244104385376,0.04934501647949219
ctx,1,1,1048576,16384,4096,0,,,10000000,4046740,40.5,0.5054457187652588,0.050109148025512695
ctx,1,1,1048576,16384,4096,0,True,,10000000,4023915,40.2,0.5715053081512451,0.05029463768005371
ctx,1,1,1048576,16384,16384,10,,,10000000,4134543,41.3,0.4533994197845459,0.04960274696350098
ctx,1,1,1048576,16384,16384,10,True,,10000000,4119936,41.2,0.4855518341064453,0.05026698112487793
ctx,1,1,1048576,16384,16384,1000,,,10000000,4046746,40.5,0.5062558650970459,0.05041956901550293
ctx,1,1,1048576,16384,16384,1000,True,,10000000,4023917,40.2,0.5697481632232666,0.049813270568847656
ctx,1,1,1048576,16384,16384,0,,,10000000,4046740,40.5,0.5037784576416016,0.048963069915771484
ctx,1,1,1048576,16384,16384,0,True,,10000000,4023915,40.2,0.5640256404876709,0.04826211929321289
ctx,1,1,1048576,16384,65536,10,,,10000000,4134543,41.3,0.42972731590270996,0.049947261810302734
ctx,1,1,1048576,16384,65536,10,True,,10000000,4119936,41.2,0.4538235664367676,0.05072331428527832
ctx,1,1,1048576,16384,65536,1000,,,10000000,4046746,40.5,0.4978647232055664,0.050217628479003906
ctx,1,1,1048576,16384,65536,1000,True,,10000000,4023917,40.2,0.5612218379974365,0.048581838607788086
ctx,1,1,1048576,16384,65536,0,,,10000000,4046740,40.5,0.4873380661010742,0.04949140548706055
ctx,1,1,1048576,16384,65536,0,True,,10000000,4023915,40.2,0.5765211582183838,0.04879951477050781
ctx,1,1,1048576,16384,262144,10,,,10000000,4134543,41.3,0.44847941398620605,0.04938673973083496
ctx,1,1,1048576,16384,262144,10,True,,10000000,4119936,41.2,0.4858696460723877,0.05138397216796875
ctx,1,1,1048576,16384,262144,1000,,,10000000,4046746,40.5,0.5197956562042236,0.04959583282470703
ctx,1,1,1048576,16384,262144,1000,True,,10000000,4023917,40.2,0.587864875793457,0.05041646957397461
ctx,1,1,1048576,16384,262144,0,,,10000000,4046740,40.5,0.5284082889556885,0.0487673282623291
ctx,1,1,1048576,16384,262144,0,True,,10000000,4023915,40.2,0.5891356468200684,0.049367427825927734
ctx,1,1,1048576,16384,1048576,10,,,10000000,4134543,41.3,0.4492807388305664,0.051241159439086914
ctx,1,1,1048576,16384,1048576,10,True,,10000000,4119936,41.2,0.4943532943725586,0.05128788948059082
ctx,1,1,1048576,16384,1048576,1000,,,10000000,4046746,40.5,0.5160431861877441,0.047576189041137695
ctx,1,1,1048576,16384,1048576,1000,True,,10000000,4023917,40.2,0.5681672096252441,0.05161261558532715
ctx,1,1,1048576,16384,1048576,0,,,10000000,4046740,40.5,0.51920485496521,0.05096888542175293
ctx,1,1,1048576,16384,1048576,0,True,,10000000,4023915,40.2,0.5789377689361572,0.04865455627441406
ctx,1,1,1048576,65536,4096,10,,,10000000,3908422,39.1,0.4685835838317871,0.04709672927856445
ctx,1,1,1048576,65536,4096,10,True,,10000000,3901729,39.0,0.4567146301269531,0.048276662826538086
ctx,1,1,1048576,65536,4096,1000,,,10000000,3732344,37.3,0.6907393932342529,0.044313669204711914
ctx,1,1,1048576,65536,4096,1000,True,,10000000,3706162,37.1,0.901423454284668,0.04314541816711426
ctx,1,1,1048576,65536,4096,0,,,10000000,3732328,37.3,0.6967418193817139,0.042016029357910156
ctx,1,1,1048576,65536,4096,0,True,,10000000,3706149,37.1,0.9052257537841797,0.04373311996459961
ctx,1,1,1048576,65536,16384,10,,,10000000,3908422,39.1,0.45232415199279785,0.046657562255859375
ctx,1,1,1048576,65536,16384,10,True,,10000000,3901729,39.0,0.46032214164733887,0.04832601547241211
ctx,1,1,1048576,65536,16384,1000,,,10000000,3732344,37.3,0.7107789516448975,0.043726205825805664
ctx,1,1,1048576,65536,16384,1000,True,,10000000,3706162,37.1,0.9131982326507568,0.0443115234375
ctx,1,1,1048576,65536,16384,0,,,10000000,3732328,37.3,0.687067985534668,0.042284488677978516
ctx,1,1,1048576,65536,16384,0,True,,10000000,3706149,37.1,0.9001026153564453,0.044189453125
ctx,1,1,1048576,65536,65536,10,,,10000000,3908422,39.1,0.4422338008880615,0.04468584060668945
ctx,1,1,1048576,65536,65536,10,True,,10000000,3901729,39.0,0.4740450382232666,0.04619598388671875
ctx,1,1,1048576,65536,65536,1000,,,10000000,3732344,37.3,0.7002804279327393,0.04245615005493164
ctx,1,1,1048576,65536,65536,1000,True,,10000000,3706162,37.1,0.9094047546386719,0.043259620666503906
ctx,1,1,1048576,65536,65536,0,,,10000000,3732328,37.3,0.6872782707214355,0.04220747947692871
ctx,1,1,1048576,65536,65536,0,True,,10000000,3706149,37.1,0.9139909744262695,0.04505610466003418
ctx,1,1,1048576,65536,262144,10,,,10000000,3908422,39.1,0.47039127349853516,0.04557681083679199
ctx,1,1,1048576,65536,262144,10,True,,10000000,3901729,39.0,0.4650847911834717,0.04746103286743164
ctx,1,1,1048576,65536,262144,1000,,,10000000,3732344,37.3,0.7043569087982178,0.04342293739318848
ctx,1,1,1048576,65536,262144,1000,True,,10000000,3706162,37.1,0.9264626502990723,0.043168067932128906
ctx,1,1,1048576,65536,262144,0,,,10000000,3732328,37.3,0.7184066772460938,0.0428919792175293
ctx,1,1,1048576,65536,262144,0,True,,10000000,3706149,37.1,0.9303662776947021,0.04372596740722656
ctx,1,1,1048576,65536,1048576,10,,,10000000,3908422,39.1,0.47279858589172363,0.04561781883239746
ctx,1,1,1048576,65536,1048576,10,True,,10000000,3901729,39.0,0.4847993850708008,0.044925689697265625
ctx,1,1,1048576,65536,1048576,1000,,,10000000,3732344,37.3,0.7143986225128174,0.0439000129699707
ctx,1,1,1048576,65536,1048576,1000,True,,10000000,3706162,37.1,0.9178688526153564,0.04366421699523926
ctx,1,1,1048576,65536,1048576,0,,,10000000,3732328,37.3,0.7188241481781006,0.04247331619262695
ctx,1,1,1048576,65536,1048576,0,True,,10000000,3706149,37.1,0.9188013076782227,0.042461395263671875
